Position,Player,Game,Position (copy),Injury,Opponent,Score,CHIP ($k),GameAdj,Team,Season
F,Barkov,1,F,Knee,CHI,3-2,122,1,Florida,2025/26
F,Batherson,1,F,Upper body,@TBL,5-4,61,1,Ottawa,2025/26
F,Benn,1,F,Upper body,@WPG,5-4,49,1,Dallas,2025/26
F,Benson,1,F,Facial,NYR,0-4,20,1,Buffalo,2025/26
G,Blackwood,1,G,Lower body,@LAK,4-1,64,1,Colorado,2025/26
D,Brodin,1,D,Upper body,@STL,5-0,73,1,Minnesota,2025/26
G,Brossoit,1,G,Hip,@FLA,2-3,40,1,Chicago,2025/26
F,Bäck,1,F,Undisclosed,@WPG,5-4,10,1,Dallas,2025/26
F,Bļugers,1,F,Undisclosed,CGY,5-1,22,1,Vancouver,2025/26
"F ""Retired""",Couture,1,"F ""Retired""",Groin,VGK,3-4 (OT),98,1,San Jose,2025/26
"D ""Retired""",Ellis,1,"D ""Retired""",Back,VGK,3-4 (OT),76,1,San Jose,2025/26
F,Engvall,1,F,Ankle,@PIT,3-4,37,1,NY Islanders,2025/26
D,Evans,1,D,Upper body,ANA,3-1,25,1,Seattle,2025/26
F,Girgensons,1,F,Undisclosed,OTT,4-5,10,1,Tampa Bay,2025/26
F,Greenway,1,F,Lower body,NYR,0-4,49,1,Buffalo,2025/26
D,Hague,1,D,Upper body,CBJ,2-1,67,1,Nashville,2025/26
F,Harkins,1,F,Upper body,@SEA,1-3,10,1,Anaheim,2025/26
F,Hayton,1,F,Undisclosed,@COL,1-2,32,1,Utah,2025/26
F,Huberdeau,1,F,Undisclosed,@EDM,4-3 (SO),128,1,Calgary,2025/26
F,Hyman,1,F,Wrist,CGY,3-4 (SO),67,1,Edmonton,2025/26
F,Höglander,1,F,Lower body,CGY,5-1,37,1,Vancouver,2025/26
F,Janmark,1,F,Undisclosed,CGY,3-4 (SO),18,1,Edmonton,2025/26
D,Joseph,1,D,Undisclosed,CGY,5-1,9,1,Vancouver,2025/26
F,K. Hayes,1,F,Upper body,@NYR,3-0,44,1,Pittsburgh,2025/26
F,Kakko,1,F,Hand,ANA,3-1,55,1,Seattle,2025/26
F,Kerfoot,1,F,Abdominal,@COL,1-2,37,1,Utah,2025/26
D,Kesselring,1,D,Lower body,NYR,0-4,17,1,Buffalo,2025/26
D,Kleven,1,D,Undisclosed,@TBL,5-4,20,1,Ottawa,2025/26
G,Kochetkov,1,G,Lower body,NJD,6-3,24,1,Carolina,2025/26
D,Kovacevic,1,D,Knee,@CAR,3-6,49,1,New Jersey,2025/26
"D ""Retired""",Krug,1,"D ""Retired""",Ankle,MIN,0-5,79,1,St. Louis,2025/26
F,Lammikko,1,F,Lower body,@CAR,3-6,10,1,New Jersey,2025/26
F,Laughton,1,F,Lower body,MTL,5-2,18,1,Toronto,2025/26
F,Lowry,1,F,Hip,DAL,4-5,40,1,Winnipeg,2025/26
G,Luukkonen,1,G,Lower body,NYR,0-4,58,1,Buffalo,2025/26
D,McIlrath,1,D,Lower body,BOS,1-3,10,1,Washington,2025/26
F,Noesen,1,F,Groin,@CAR,3-6,34,1,New Jersey,2025/26
F,Nosek,1,F,Knee,CHI,3-2,9,1,Florida,2025/26
F,O'Brien,1,F,Undisclosed,@COL,1-2,12,1,Utah,2025/26
F,O'Connor,1,F,Hip,@LAK,4-1,30,1,Colorado,2025/26
F,Paul,1,F,Upper body,OTT,4-5,38,1,Tampa Bay,2025/26
F,Perfetti,1,F,Ankle,DAL,4-5,40,1,Winnipeg,2025/26
F,Perry,1,F,Knee,COL,1-4,49,1,Los Angeles,2025/26
D,Pietrangelo,1,D,Hip,LAK,5-6 (SO),107,1,Vegas,2025/26
F,Pospíšil,1,F,Undisclosed,@EDM,4-3 (SO),12,1,Calgary,2025/26
D,Power,1,D,Illness,NYR,0-4,102,1,Buffalo,2025/26
"G ""Retired""",Price,1,"G ""Retired""",Knee,VGK,3-4 (OT),128,1,San Jose,2025/26
D,Ristolainen,1,D,Triceps,@FLA,1-2,62,1,Philadelphia,2025/26
F,Rust,1,F,Lower body,@NYR,3-0,63,1,Pittsburgh,2025/26
D,Samberg,1,D,Wrist,DAL,4-5,70,1,Winnipeg,2025/26
F,Slaggert,1,F,Lower body,@FLA,2-3,11,1,Chicago,2025/26
D,St. Ivany,1,D,Lower body,@NYR,3-0,9,1,Pittsburgh,2025/26
F,Strome,1,F,Upper body,@SEA,1-3,61,1,Anaheim,2025/26
F,Sturm,1,F,Back,@STL,5-0,24,1,Minnesota,2025/26
F,Sundqvist,1,F,Lower body,MIN,0-5,18,1,St. Louis,2025/26
F,Tkachuk,1,F,Groin,CHI,3-2,116,1,Florida,2025/26
G,Varlamov,1,G,Knee,@PIT,3-4,34,1,NY Islanders,2025/26
D,Vlasic,1,D,Lower body,@FLA,2-3,56,1,Chicago,2025/26
D,Walman,1,D,Undisclosed,CGY,3-4 (SO),41,1,Edmonton,2025/26
"D ""Retired""",Weber,1,"D ""Retired""",Ankle,@FLA,2-3,96,1,Chicago,2025/26
D,York,1,D,Lower body,@FLA,1-2,63,1,Philadelphia,2025/26
F,Zuccarello,1,F,Lower body,@STL,5-0,50,1,Minnesota,2025/26
F,Dadonov,2,F,Hand,@TBL,5-3,40,2,New Jersey,2025/26
D,Hanifin,2,D,Lower body,@SJS,4-3 (OT),90,2,Vegas,2025/26
F,Norris,2,F,Upper body,@BOS,1-3,97,2,Buffalo,2025/26
F,Toropchenko,2,F,Upper body,@CGY,4-2,21,2,St. Louis,2025/26
F,Dickinson,3,F,Upper body,MTL,2-3,52,3,Chicago,2025/26
D,Durzi,3,D,Upper body,@CHI,1-3,73,3,Utah,2025/26
D,Fleury,3,D,Knee,@NYI,5-2,12,3,Winnipeg,2025/26
D,Forbort,3,D,Undisclosed,STL,2-5,24,3,Vancouver,2025/26
D,Girard,3,D,Upper body,DAL,4-5 (SO),61,3,Colorado,2025/26
D,Gudbranson,3,D,Upper body,NJD,2-3,49,3,Columbus,2025/26
D,H. Lindholm,3,D,Lower body,BUF,3-1,79,3,Boston,2025/26
D,Jaccob Slavin,3,D,Lower body,@SJS,5-1,79,3,Carolina,2025/26
D,Kulikov,3,D,Upper body,OTT,6-2,14,3,Florida,2025/26
F,Lorentz,3,F,Upper body,DET,2-3,16,3,Toronto,2025/26
F,MacEwen,3,F,Upper body,@CBJ,3-2,9,3,New Jersey,2025/26
D,Regula,3,D,Undisclosed,@NYR,2-0,9,3,Edmonton,2025/26
D,Samuelsson,3,D,Upper body,COL,1-3,52,3,Buffalo,2025/26
F,Trocheck,3,F,Upper body,@PIT,6-1,69,3,NY Rangers,2025/26
F,Dubois,4,F,Lower body,TBL,3-2 (OT),104,4,Washington,2025/26
F,Duchene,4,F,Upper body,VAN,3-5,55,4,Dallas,2025/26
F,Howden,4,F,Lower body,@CGY,4-2,30,4,Vegas,2025/26
D,Klingberg,4,D,Lower body,@UTA,3-6,49,4,San Jose,2025/26
D,Liljegren,4,D,Upper body,@UTA,3-6,37,4,San Jose,2025/26
G,Markström,4,G,Lower body,FLA,3-1,50,4,New Jersey,2025/26
D,Mukhamadullin,4,D,Upper body,@UTA,3-6,12,4,San Jose,2025/26
F,Raymond,4,F,Upper body,FLA,4-1,98,4,Detroit,2025/26
D,Soucy,4,D,Upper body,WSH,0-1,40,4,NY Rangers,2025/26
F,Tkachuk,4,F,Thumb,@BUF,4-8,100,4,Ottawa,2025/26
F,Wood,4,F,Eye,COL,1-4,30,4,Columbus,2025/26
D,Crozier,5,D,Undisclosed,@DET,1-2 (OT),9,5,Tampa Bay,2025/26
F,Danforth,5,F,Knee,FLA,3-0,22,5,Buffalo,2025/26
F,Gaudreau,5,F,Upper body,@TOR,4-3 (OT),26,5,Seattle,2025/26
F,Kopitar,5,F,Foot,PIT,2-4,85,5,Los Angeles,2025/26
F,Kucherov,5,F,Illness,@DET,1-2 (OT),116,5,Tampa Bay,2025/26
G,Kuemper,5,G,Lower body,PIT,2-4,64,5,Los Angeles,2025/26
D,Lundkvist,5,D,Lower body,@STL,1-3,15,5,Dallas,2025/26
D,Romanov,5,D,Upper body,@OTT,5-4,76,5,NY Islanders,2025/26
D,Bogosian,6,D,Lower body,@PHI,1-2 (OT),15,6,Minnesota,2025/26
D,Bryson,6,D,Concussion,@MTL,2-4,11,6,Buffalo,2025/26
F,Dach,6,F,Lower body,NYR,3-4,41,6,Montreal,2025/26
F,Duchene,6,F,Upper body,CBJ,1-5,55,6,Dallas,2025/26
D,Gostisbehere,6,D,Lower body,@VGK,1-4,39,6,Carolina,2025/26
D,Guhle,6,D,Groin,NYR,3-4,68,6,Montreal,2025/26
F,Kane,6,F,Upper body,EDM,4-2,85,6,Detroit,2025/26
F,Kiviranta,6,F,Lower body,BOS,4-1,15,6,Colorado,2025/26
F,Kreider,6,F,Illness,@NSH,5-2,79,6,Anaheim,2025/26
F,Laine,6,F,Abdominal,NYR,3-4,106,6,Montreal,2025/26
F,Marchessault,6,F,Lower body,@WPG,1-4,67,6,Nashville,2025/26
F,McCann,6,F,Lower body,@PHI,2-5,61,6,Seattle,2025/26
F,Bļugers,7,F,Lower body,@PIT,1-5,22,7,Vancouver,2025/26
F,Chytil,7,F,Upper body,@PIT,1-5,54,7,Vancouver,2025/26
F,Dickinson,7,F,Undisclosed,ANA,2-1 (OT),52,7,Chicago,2025/26
F,Glass,7,F,Upper body,MIN,4-1,30,7,New Jersey,2025/26
D,H. Lindholm,7,D,Undisclosed,@UTA,2-3,79,7,Boston,2025/26
F,Kapanen,7,F,Lower body,@OTT,3-2 (OT),16,7,Edmonton,2025/26
F,Lekkerimäki,7,F,Undisclosed,@PIT,1-5,17,7,Vancouver,2025/26
F,Marchment,7,F,Lower body,@WSH,1-4,55,7,Seattle,2025/26
D,Miller,7,D,Lower body,@COL,5-4 (SO),91,7,Carolina,2025/26
F,Rossi,7,F,Lower body,@NYR,3-1,61,7,Minnesota,2025/26
F,Shabanov,7,F,Upper body,DET,7-2,55,7,NY Islanders,2025/26
F,Stone,7,F,Wrist,CAR,4-1,116,7,Vegas,2025/26
F,Carrier,8,F,Lower body,@DAL,2-3,24,8,Carolina,2025/26
D,Gudas,8,D,Lower body,@TBL,3-4,49,8,Anaheim,2025/26
G,Hill,8,G,Lower body,@FLA,0-3,76,8,Vegas,2025/26
D,Leddy,8,D,Upper body,@NJD,1-3,49,8,San Jose,2025/26
D,Rielly,8,D,Undisclosed,@BUF,3-5,91,8,Toronto,2025/26
F,Robinson,8,F,Upper body,@DAL,2-3,21,8,Carolina,2025/26
D,Sandin,8,D,Upper body,@CBJ,5-1,56,8,Washington,2025/26
D,Tanev,8,D,Concussion,@BUF,3-5,55,8,Toronto,2025/26
F,Bertuzzi,9,F,Undisclosed,LAK,1-3,67,9,Chicago,2025/26
G,Ellis,9,G,Back,@TOR,3-4 (OT),9,9,Buffalo,2025/26
F,Granlund,9,F,Lower body,@FLA,3-2 (SO),85,9,Anaheim,2025/26
D,Gudbranson,9,D,Hip,@BUF,4-3 (OT),49,9,Columbus,2025/26
D,Harris,9,D,Ankle,ANA,5-7,10,9,Boston,2025/26
F,Hintz,9,F,Undisclosed,@NSH,3-2,103,9,Dallas,2025/26
D,Jones,9,D,Lower body,CBJ,4-5 (SO),11,9,Pittsburgh,2025/26
D,Josi,9,D,Upper body,LAK,5-4 (SO),110,9,Nashville,2025/26
F,Kozak,9,F,Lower body,@TOR,3-4 (OT),9,9,Buffalo,2025/26
F,Neighbours,9,F,Leg,@PIT,3-6,46,9,St. Louis,2025/26
F,Nylander,9,F,Lower body,BUF,4-3 (OT),140,9,Toronto,2025/26
F,Thomas,9,F,Upper body,@PIT,3-6,99,9,St. Louis,2025/26
F,Bäck,10,F,Upper body,WSH,1-0,10,10,Dallas,2025/26
G,Ersson,10,G,Lower body,NSH,4-1,18,10,Philadelphia,2025/26
F,Gaudette,10,F,Upper body,LAK,3-4,24,10,San Jose,2025/26
D,Gostisbehere,10,D,Abdominal,NYI,6-2,39,10,Carolina,2025/26
D,Hughes,10,D,Lower body,EDM,4-3 (OT),96,10,Vancouver,2025/26
F,Järnkrok,10,F,Lower body,CGY,4-3,26,10,Toronto,2025/26
F,M. Foligno,10,F,Upper body,SJS,5-6 (OT),49,10,Minnesota,2025/26
F,Mikheyev,10,F,Upper body,OTT,7-3,49,10,Chicago,2025/26
D,Pesce,10,D,Upper body,@COL,4-8,67,10,New Jersey,2025/26
F,Rakell,10,F,Hand,STL,6-3,61,10,Pittsburgh,2025/26
F,Rempe,10,F,Upper body,@CGY,1-5,12,10,NY Rangers,2025/26
F,Sissons,10,F,Undisclosed,@CAR,6-3,17,10,Vegas,2025/26
F,Strome,10,F,Lower body,@DAL,0-1,61,10,Washington,2025/26
F,Couturier,11,F,Upper body,TOR,2-5,95,11,Philadelphia,2025/26
F,Foegele,11,F,Upper body,@SJS,4-3,43,11,Los Angeles,2025/26
F,Frank,11,F,Upper body,NYI,1-3,9,11,Washington,2025/26
F,Gadjovich,11,F,Upper body,ANA,2-3 (SO),9,11,Florida,2025/26
D,Mancini,11,D,Upper body,NYR,0-2,12,11,Vancouver,2025/26
F,Nylander,11,F,Lower body,@CBJ,3-6,140,11,Toronto,2025/26
F,Benson,12,F,Lower body,WSH,4-3 (SO),20,12,Buffalo,2025/26
F,Brown,12,F,Upper body,@LAK,4-1,37,12,New Jersey,2025/26
F,Dickinson,12,F,Shoulder,@EDM,2-3 (OT),52,12,Chicago,2025/26
F,Dubois,12,F,Abdominal,@BUF,3-4 (SO),104,12,Washington,2025/26
F,Foerster,12,F,Lower body,CGY,1-2,46,12,Philadelphia,2025/26
F,Garland,12,F,Undisclosed,@STL,4-3 (SO),60,12,Vancouver,2025/26
F,Lorentz,12,F,Upper body,@PHI,5-2,16,12,Toronto,2025/26
F,Nyquist,12,F,Undisclosed,PIT,5-2,40,12,Winnipeg,2025/26
D,Parekh,12,D,Illness,@OTT,3-4 (SO),24,12,Calgary,2025/26
F,Reaves,12,F,Lower body,COL,3-2 (OT),16,12,San Jose,2025/26
D,Wilsby,12,D,Lower body,@PHI,1-4,9,12,Nashville,2025/26
F,Barron,13,F,Undisclosed,@LAK,0-3,23,13,Winnipeg,2025/26
F,Brazeau,13,F,Upper body,@WPG,2-5,18,13,Pittsburgh,2025/26
F,Brindley,13,F,Concussion,@SJS,2-3 (OT),12,13,Colorado,2025/26
F,Eklund,13,F,Lower body,DET,2-3 (SO),21,13,San Jose,2025/26
F,Faksa,13,F,Undisclosed,EDM,4-3 (SO),24,13,Dallas,2025/26
F,Kulich,13,F,Blood clots,UTA,1-2 (OT),11,13,Buffalo,2025/26
D,Mateychuk,13,D,Undisclosed,@CGY,1-5,20,13,Columbus,2025/26
D,Tanev,13,D,Upper body,PIT,4-3,55,13,Toronto,2025/26
F,Zucker,13,F,Illness,UTA,1-2 (OT),58,13,Buffalo,2025/26
D,Benoît,14,D,Illness,UTA,5-3,16,14,Toronto,2025/26
D,Chatfield,14,D,Concussion,BUF,6-3,37,14,Carolina,2025/26
D,Crozier,14,D,Undisclosed,@VGK,6-3,9,14,Tampa Bay,2025/26
G,Daccord,14,G,Upper body,@STL,4-3 (OT),61,14,Seattle,2025/26
F,E. Lindholm,14,F,Lower body,CAR,2-1,95,14,Boston,2025/26
F,Misa,14,F,Lower body,@SEA,6-1,52,14,San Jose,2025/26
F,Smith,14,F,Upper body,VAN,4-5 (OT),12,14,Nashville,2025/26
D,Vaakanainen,14,D,Lower body,CAR,0-3,19,14,NY Rangers,2025/26
F,Acciari,15,F,Upper body,WSH,5-3,24,15,Pittsburgh,2025/26
F,C. Sillinger,15,F,Illness,@EDM,4-5 (OT),27,15,Columbus,2025/26
F,Cirelli,15,F,Lower body,WSH,3-2,76,15,Tampa Bay,2025/26
D,Hamilton,15,D,Lower body,PIT,2-1 (SO),110,15,New Jersey,2025/26
F,Hållander,15,F,Blood clots,WSH,5-3,9,15,Pittsburgh,2025/26
F,James,15,F,Facial,WSH,3-2,12,15,Tampa Bay,2025/26
G,Jarry,15,G,Lower body,WSH,5-3,66,15,Pittsburgh,2025/26
F,Karlsson,15,F,Lower body,FLA,2-3,72,15,Vegas,2025/26
F,Koepke,15,F,Undisclosed,@ANA,1-4,12,15,Winnipeg,2025/26
F,Wood,15,F,Illness,@EDM,4-5 (OT),30,15,Columbus,2025/26
D,Bahl,16,D,Undisclosed,CHI,0-4,65,16,Calgary,2025/26
G,Demko,16,G,Undisclosed,CBJ,4-3,61,16,Vancouver,2025/26
D,Hedman,16,D,Undisclosed,NYR,3-7,98,16,Tampa Bay,2025/26
F,Holmberg,16,F,Undisclosed,NYR,3-7,19,16,Tampa Bay,2025/26
F,Laughton,16,F,Upper body,CAR,4-5,18,16,Toronto,2025/26
D,Legault,16,D,Hand,WSH,1-4,11,16,Carolina,2025/26
F,Lycksell,16,F,Concussion,UTA,4-2,9,16,Ottawa,2025/26
D,McDonagh,16,D,Undisclosed,NYR,3-7,82,16,Tampa Bay,2025/26
F,Nazar,16,F,Abdominal,@DET,5-1,19,16,Chicago,2025/26
G,Andersen,17,G,Concussion,VAN,4-3 (OT),43,17,Carolina,2025/26
F,Beecher,17,F,Upper body,@TOR,5-3,11,17,Boston,2025/26
F,Burakovsky,17,F,Illness,NJD,3-4 (OT),67,17,Chicago,2025/26
D,Fleury,17,D,Concussion,@SEA,3-5,12,17,Winnipeg,2025/26
F,Hagel,17,F,Upper body,@FLA,3-1,79,17,Tampa Bay,2025/26
F,Jenner,17,F,Upper body,EDM,5-4,46,17,Columbus,2025/26
F,L'Heureux,17,F,Lower body,DAL,4-5,11,17,Nashville,2025/26
D,Middleton,17,D,Illness,CGY,2-0,53,17,Minnesota,2025/26
F,Mittelstadt,17,F,Lower body,@TOR,5-3,70,17,Boston,2025/26
F,Nugent-Hopkins,17,F,Undisclosed,CBJ,5-4 (OT),63,17,Edmonton,2025/26
D,Parekh,17,D,Upper body,@MIN,0-2,24,17,Calgary,2025/26
F,Poehling,17,F,Upper body,@DET,3-6,23,17,Anaheim,2025/26
F,Bertuzzi,18,F,Undisclosed,TOR,3-2,67,18,Chicago,2025/26
D,Carlson,18,D,Upper body,NJD,2-3 (SO),98,18,Washington,2025/26
D,Chabot,18,D,Upper body,BOS,5-3,98,18,Ottawa,2025/26
F,Erne,18,F,Lower body,@MTL,7-0,9,18,Dallas,2025/26
F,Glass,18,F,Upper body,@WSH,3-2 (SO),30,18,New Jersey,2025/26
F,Granlund,18,F,Lower body,@MIN,0-2,85,18,Anaheim,2025/26
F,J. Hughes,18,F,Finger,@WSH,3-2 (SO),98,18,New Jersey,2025/26
F,Kakko,18,F,Lower body,SJS,4-1,55,18,Seattle,2025/26
F,Kotkaniemi,18,F,Ankle,EDM,3-4 (OT),59,18,Carolina,2025/26
D,Lauzon,18,D,Undisclosed,@MIN,2-3 (OT),24,18,Vegas,2025/26
F,MacEwen,18,F,Knee,@WSH,3-2 (SO),9,18,New Jersey,2025/26
F,Matthews,18,F,Lower body,LAK,3-4 (OT),162,18,Toronto,2025/26
F,Newhook,18,F,Ankle,BOS,2-3,35,18,Montreal,2025/26
F,Nichushkin,18,F,Lower body,BUF,6-3,75,18,Colorado,2025/26
G,Stolarz,18,G,Upper body,LAK,3-4 (OT),30,18,Toronto,2025/26
D,Borgen,19,D,Upper body,@CBJ,2-1 (SO),50,19,NY Rangers,2025/26
D,Carlo,19,D,Foot,@CHI,2-3,43,19,Toronto,2025/26
D,Crozier,19,D,Undisclosed,NJD,5-1,9,19,Tampa Bay,2025/26
F,Dach,19,F,Foot,@CBJ,3-4 (SO),41,19,Montreal,2025/26
G,Demko,19,G,Lower body,@CAR,3-4 (OT),61,19,Vancouver,2025/26
F,Foligno,19,F,Hand,CGY,5-2,55,19,Chicago,2025/26
D,Harley,19,D,Lower body,PHI,5-1,49,19,Dallas,2025/26
D,Hughes,19,D,Upper body,@CAR,3-4 (OT),96,19,Vancouver,2025/26
D,Kesselring,19,D,Lower body,EDM,5-1,17,19,Buffalo,2025/26
F,Koivunen,19,F,Lower body,NSH,4-0,11,19,Pittsburgh,2025/26
F,Luostarinen,19,F,Lower body,VAN,8-5,37,19,Florida,2025/26
G,Murray,19,G,Lower body,@DET,2-4,12,19,Seattle,2025/26
F,Rossi,19,F,Lower body,ANA,2-0,61,19,Minnesota,2025/26
F,Skinner,19,F,Lower body,@SEA,1-4,37,19,San Jose,2025/26
F,Tarasenko,19,F,Lower body,ANA,2-0,58,19,Minnesota,2025/26
D,Černák,19,D,Lower body,NJD,5-1,63,19,Tampa Bay,2025/26
D,Doughty,20,D,Lower body,@WSH,1-2,134,20,Los Angeles,2025/26
F,Dowd,20,F,Upper body,EDM,7-4,37,20,Washington,2025/26
F,Greig,20,F,Undisclosed,@ANA,3-2,40,20,Ottawa,2025/26
G,Hellebuyck,20,G,Knee,CAR,3-4,104,20,Winnipeg,2025/26
F,Holmström,20,F,Illness,@DAL,3-2,44,20,NY Islanders,2025/26
F,Knies,20,F,Lower body,STL,3-2 (OT),95,20,Toronto,2025/26
D,Lyubushkin,20,D,Undisclosed,NYI,2-3,40,20,Dallas,2025/26
F,Roy,20,F,Upper body,STL,3-2 (OT),37,20,Toronto,2025/26
F,Schwindt,20,F,Arm,NJD,1-0,10,20,Florida,2025/26
F,Arvidsson,21,F,Lower body,CAR,1-3,49,21,Boston,2025/26
F,Brindley,21,F,Lower body,@NSH,3-0,12,21,Colorado,2025/26
F,Burakovsky,21,F,Undisclosed,@BUF,3-9,67,21,Chicago,2025/26
D,Ekblad,21,D,Illness,EDM,3-6,74,21,Florida,2025/26
F,Garland,21,F,Undisclosed,@FLA,5-8,60,21,Vancouver,2025/26
F,Hartman,21,F,Lower body,CAR,4-3 (SO),49,21,Minnesota,2025/26
F,Honzek,21,F,Upper body,@CHI,2-5,17,21,Calgary,2025/26
D,Matinpalo,21,D,Undisclosed,@SJS,3-2,11,21,Ottawa,2025/26
D,McAvoy,21,D,Facial,CAR,1-3,116,21,Boston,2025/26
D,Romanov,21,D,Shoulder,@DET,5-0,76,21,NY Islanders,2025/26
F,Söderblom,21,F,Undisclosed,NYI,0-5,14,21,Detroit,2025/26
D,Borgen,22,D,Upper body,@COL,3-6,50,22,NY Rangers,2025/26
D,Chabot,22,D,Upper body,@LAK,1-2,98,22,Ottawa,2025/26
D,Edvinsson,22,D,Illness,CBJ,4-3 (OT),21,22,Detroit,2025/26
F,Lazar,22,F,Upper body,@WSH,4-7,9,22,Edmonton,2025/26
F,Philp,22,F,Upper body,@WSH,4-7,9,22,Edmonton,2025/26
D,Pionk,22,D,Lower body,@WSH,3-4,85,22,Winnipeg,2025/26
F,Point,22,F,Undisclosed,PHI,3-0,116,22,Tampa Bay,2025/26
F,Rasmussen,22,F,Undisclosed,CBJ,4-3 (OT),39,22,Detroit,2025/26
F,Staal,22,F,Illness,@BUF,1-4,35,22,Carolina,2025/26
D,Černák,22,D,Hand,PHI,3-0,63,22,Tampa Bay,2025/26
F,Dadonov,23,F,Wrist,STL,3-2 (OT),40,23,New Jersey,2025/26
G,Dostál,23,G,Upper body,VAN,4-5,79,23,Anaheim,2025/26
F,Hinostroza,23,F,Lower body,@WPG,3-0,9,23,Minnesota,2025/26
G,Kochetkov,23,G,Lower body,NYR,2-4,24,23,Carolina,2025/26
F,Marchenko,23,F,Knee,@WSH,1-5,47,23,Columbus,2025/26
F,Miller,23,F,Upper body,@UTA,2-3,98,23,NY Rangers,2025/26
F,Pageau,23,F,Upper body,SEA,1-0 (SO),61,23,NY Islanders,2025/26
F,Foegele,24,F,Upper body,@ANA,4-5 (SO),43,24,Los Angeles,2025/26
F,Marchessault,24,F,Lower body,@CHI,4-3,67,24,Nashville,2025/26
D,Määttä,24,D,Upper body,MTL,3-4,43,24,Utah,2025/26
F,Nylander,24,F,Illness,@WSH,2-4,140,24,Toronto,2025/26
F,Olivier,24,F,Upper body,TOR,1-2 (OT),37,24,Columbus,2025/26
G,Quick,24,G,Lower body,STL,3-2,23,24,NY Rangers,2025/26
F,Schwartz,24,F,Lower body,EDM,0-4,67,24,Seattle,2025/26
D,Struble,24,D,Upper body,@COL,2-7,17,24,Montreal,2025/26
D,Walman,24,D,Lower body,@FLA,6-3,41,24,Edmonton,2025/26
F,Hayton,25,F,Illness,@DAL,3-4,32,25,Utah,2025/26
F,M. Foligno,25,F,Lower body,COL,3-2 (SO),49,25,Minnesota,2025/26
F,Marchment,25,F,Undisclosed,@EDM,4-9,55,25,Seattle,2025/26
D,Barron,26,D,Lower body,CGY,5-1,14,26,Nashville,2025/26
F,Blümel,26,F,Lower body,NYR,2-6,11,26,Boston,2025/26
D,Desharnais,26,D,Upper body,@VGK,3-4,24,26,San Jose,2025/26
F,Foerster,26,F,Arm,BUF,5-2,46,26,Philadelphia,2025/26
F,Garland,26,F,Upper body,@LAK,1-2 (OT),60,26,Vancouver,2025/26
F,Koppanen,26,F,Illness,@TBL,4-3,9,26,Pittsburgh,2025/26
F,McCarron,26,F,Lower body,CGY,5-1,11,26,Nashville,2025/26
D,Miller,26,D,Illness,TOR,1-5,91,26,Carolina,2025/26
G,Mrázek,26,G,Lower body,@STL,4-1,52,26,Anaheim,2025/26
F,Palmieri,26,F,Knee,WSH,1-4,58,26,NY Islanders,2025/26
F,Pastrňák,26,F,Undisclosed,NYR,2-6,137,26,Boston,2025/26
D,Perbix,26,D,Upper body,CGY,5-1,34,26,Nashville,2025/26
F,Roslovic,26,F,Undisclosed,@SEA,4-0,18,26,Edmonton,2025/26
F,Suter,26,F,Lower body,UTA,1-0,50,26,St. Louis,2025/26
F,Zacha,26,F,Undisclosed,NYR,2-6,58,26,Boston,2025/26
F,Appleton,27,F,Lower body,BOS,5-4,35,27,Detroit,2025/26
D,Bichsel,27,D,Lower body,@NYR,2-3 (OT),17,27,Dallas,2025/26
F,Catton,27,F,Upper body,MIN,1-4,24,27,Seattle,2025/26
F,Eller,27,F,Undisclosed,NYR,2-4,27,27,Ottawa,2025/26
G,Hart,27,G,Lower body,@NJD,3-0,24,27,Vegas,2025/26
D,Jokiharju,27,D,Undisclosed,DET,3-2 (SO),37,27,Boston,2025/26
F,Malkin,27,F,Upper body,@DAL,2-3 (SO),74,27,Pittsburgh,2025/26
F,Sissons,27,F,Illness,@NJD,3-0,17,27,Vegas,2025/26
F,Snuggerud,27,F,Wrist,ANA,1-4,19,27,St. Louis,2025/26
F,Toropchenko,27,F,Leg,ANA,1-4,21,27,St. Louis,2025/26
G,Vasilevskiy,27,G,Undisclosed,PIT,3-4,116,27,Tampa Bay,2025/26
G,Wedgewood,27,G,Back,@NYI,3-6,18,27,Colorado,2025/26
D,York,27,D,Upper body,COL,2-3,63,27,Philadelphia,2025/26
F,Yurov,27,F,Undisclosed,@EDM,1-0,36,27,Minnesota,2025/26
D,Zub,27,D,Lower body,NYR,2-4,56,27,Ottawa,2025/26
D,Carlson,28,D,Upper body,@SJS,7-1,98,28,Washington,2025/26
F,Drouin,28,F,Back,COL,6-3,49,28,NY Islanders,2025/26
F,Edström,28,F,Lower body,DAL,3-2 (OT),12,28,NY Rangers,2025/26
D,Fox,28,D,Upper body,DAL,3-2 (OT),116,28,NY Rangers,2025/26
D,Joseph,28,D,Illness,UTA,1-4,9,28,Vancouver,2025/26
F,Kane,28,F,Arm,UTA,1-4,63,28,Vancouver,2025/26
F,Kartye,28,F,Illness,LAK,3-2 (OT),15,28,Seattle,2025/26
F,Kozak,28,F,Undisclosed,@WPG,1-4,9,28,Buffalo,2025/26
F,Kucherov,28,F,Undisclosed,NYI,0-2,116,28,Tampa Bay,2025/26
F,Lizotte,28,F,Upper body,ANA,3-4 (SO),23,28,Pittsburgh,2025/26
G,Montembeault,28,G,Illness,STL,3-4,38,28,Montreal,2025/26
